/ && GET,/cart && GET,/cart/checkout && POST,/product/[0-9][[:alnum:]]*$ && GET,/product/[a-zA-Z][[:alnum:]]*$ && GET,avg
1.6117244444444445,7.203173333333333,5.700237037037035,5.178,8.376853333333333,28.00828148148148
1.7769177777777778,7.93142,6.452525925925927,5.7015,9.22376,30.842937037037036
1.942268888888889,8.660362222222224,7.205533333333333,6.225500000000001,10.071475555555557,33.6803
2.5706417777777775,11.571855999999999,9.140009629629631,7.562519999999999,12.772255999999999,43.456712222222215
2.773297777777778,12.476302222222223,10.010992592592594,8.1536,13.770524444444446,46.855422222222224
3.3528651851851854,14.74866962962963,11.668611555555556,9.251288888888888,16.11704888888889,55.043275851851845
3.583112592592593,15.75481925925926,12.611995111111112,9.889988888888888,17.22412888888889,58.80103970370371
5.044206349206349,17.65368888888889,13.606804444444442,10.607199999999999,18.826073015873018,65.70653968253968
5.342492063492062,18.693048888888885,14.535423111111113,11.238239999999998,19.94099873015873,69.57762539682538
5.64120634920635,19.733902222222223,15.465376000000001,11.870186666666667,21.05752634920635,73.45427301587301
6.7752380952380955,22.0864,16.49817566137566,12.74005925925926,23.20325925925926,81.2016761904762
7.121134920634922,23.21081777777778,17.448913862433862,13.392426296296298,24.38830740740741,85.33758984126986
7.390827777777778,25.58040666666667,19.554613174603176,14.642339444444444,27.030367222222225,94.19567944444447
7.74258,26.881075555555555,20.559797460317462,15.151973333333334,28.39090444444444,98.9346688888889
8.389745555555557,28.842707777777775,21.833674444444444,15.817184,30.111336,105.40025111111112
8.750000000000002,30.263137777777775,22.916737777777776,15.822768,30.948512,109.325
8.750000000000002,30.525000000000002,23.27408,15.828528,30.952352,109.325
9.225,32.675000000000004,24.55,16.57009777777778,32.67173185185185,115.7
9.225,32.675000000000004,24.55,16.574742222222223,32.67482814814815,115.7
9.999999999999998,34.39999999999999,25.824999999999992,17.465727619047616,34.220363809523796,121.92499999999998
10.000000000000002,34.4,25.825,17.471121904761905,34.223060952380955,121.92500000000001
10.000000000000002,34.4,25.825,17.47644761904762,34.225723809523814,121.92500000000001
10.225000000000001,34.95,25.2,17.693431111111114,34.87171555555556,122.95
10.225000000000001,34.95,25.2,17.698053333333334,34.87402666666667,122.95
10.9,35.225,25.250000000000004,17.675,34.8,123.85000000000001
10.9,35.225,25.250000000000004,17.675,34.8,123.85000000000001
10.05,36.650000000000006,26.550000000000004,18.625000000000004,36.550000000000004,128.425
10.05,36.65,26.55,18.625,36.55,128.425
10.05,36.65,26.55,18.625,36.55,128.425
10.075000000000001,37.50479555555556,27.775000000000002,19.375000000000004,37.824999999999996,132.55
10.075000000000001,37.51412444444445,27.775000000000002,19.375000000000004,37.824999999999996,132.55
10.5,37.84920888888889,27.075,19.525,37.975,132.925
10.5,37.85384666666667,27.075,19.525,37.975,132.925
10.750000000000002,38.797330370370375,27.950000000000003,20.15,39.050000000000004,136.7
10.750000000000002,38.8004562962963,27.950000000000003,20.15,39.050000000000004,136.7
10.750000000000002,38.80354518518519,27.950000000000003,20.15,39.050000000000004,136.7
10.624999999999998,39.4737211111111,28.049999999999994,20.324999999999996,39.27499999999999,137.74999999999997
10.625000000000002,39.47606666666667,28.05,20.325000000000003,39.275000000000006,137.75
11.325000000000001,38.52271022222222,27.475,20.025,38.7,136.04999999999998
11.325000000000001,38.524568888888886,27.475,20.025,38.7,136.04999999999998
11.325000000000001,38.526425777777774,27.475,20.025,38.7,136.04999999999998
11.675,37.673571851851854,26.700000000000003,18.825,37.175,132.05
11.675,37.67511703703703,26.700000000000003,18.825,37.175,132.05
12.075,37.022864126984125,26.275000000000002,19.075,37.225,131.675
12.075,37.0241980952381,26.275000000000002,19.075,37.225,131.675
