/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,avg
915.9147427755944,486.4798471053805,482.3333333333333,488.15195324272236,705.4852198317961
903.9280501746025,484.4764990006894,478.52941176470597,487.0764978574481,677.468053930009
904.028305045336,484.48012770486025,478.52941176470597,487.0943833071957,677.5364427487625
893.8191221513023,482.0337420997782,477.63157894736844,484.1361879345886,649.564654859454
893.9043800033879,482.0368138607461,477.63157894736844,484.15146443072024,649.619250517491
910.396626211293,491.3085478523285,483.173076923077,491.4188874811725,698.0055222167755
910.4780256663444,491.31124462726007,483.173076923077,491.43238461431037,698.0583214156787
891.7218951529626,487.03124384531884,478.8990825688074,487.6973303581951,651.6756906789866
891.7885536260058,487.03348647270127,478.89908256880733,487.7084667978655,651.7138111375216
871.8625664536145,481.86573416496685,474.7706422018349,483.0108732587733,602.2453913161191
871.9179795580213,481.86777900178714,474.7706422018348,483.02102751001496,602.2716295709478
873.5243161322524,491.5762847276478,522.727272727272,491.6624444523872,679.8152220410684
873.5915580189144,491.5787460605299,522.7272727272748,491.67466693988484,679.8628969037693
909.4242126188599,486.46202473665403,497.972972972973,487.24083717041765,666.153063128636
911.5853658536585,486.46383668573935,497.972972972973,487.5670241286864,667.3786407766992
910.8308605341251,483.15622161888393,497.84482758620686,489.06451612903237,659.0654205607475
910.8308605341251,484.364111498258,497.84482758620686,489.06451612903237,659.0654205607475
908.2637237237242,483.72421313305716,495.7229140461217,489.6259083874962,643.5009825528011
902.5341306662262,487.2322941152494,491.89254627181396,491.9697545534989,662.6456660697778
917.071290006666,493.0597438664085,492.21143059490095,497.2371446284979,695.258462824532
907.9443596231913,487.6661068485743,491.4135760381595,494.2179297960107,655.9553168560979
828.0749383331031,467.07824482096964,478.7620254629629,473.4860548295,494.92256186043886
820.4725399995777,468.237215240636,482.907349537037,478.21270834343505,499.60018884626436
848.9422397736549,474.707343012107,492.9319363787535,484.25078349636476,570.6310351354866
873.6276472693788,481.7399373912197,489.2962813595774,483.2361114176884,602.2802320668258
908.6736586993916,492.7304947405834,539.5889979971624,492.97831082131574,658.913962978385
