/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,avg
864.516129032258,489.98559077809807,580.7692307692306,496.2184873949579,671.8309859154936
822.2580645161287,474.6468926553674,519.2307692307692,482.14285714285734,583.6267605633815
822.2580645161294,474.6468926553674,519.2307692307683,482.14285714285717,583.6267605633803
805.4597701149428,465.62500000000006,492.7777777777778,474.72826086956513,532.730263157895
805.4597701149426,465.6250000000001,492.7777777777779,474.7282608695652,532.7302631578941
885.2040816326532,488.6122881355932,573.3333333333326,493.7299035369775,685.479041916168
885.2040816326532,488.61228813559336,573.333333333333,493.7299035369775,685.4790419161683
881.9502074688796,483.38762214983717,516.6666666666669,487.5,663.9841688654362
881.9502074688795,483.3876221498372,516.6666666666663,487.50000000000006,663.9841688654363
870.6439393939393,479.0209790209791,496.07142857142856,485.95132743362836,634.1523341523337
870.6439393939393,479.0209790209791,496.0714285714287,485.95132743362836,634.1523341523348
847.592592592593,472.4767596281541,490.0000000000001,480.12422360248456,576.7554479418883
847.5925925925928,472.47675962815424,490.0000000000001,480.1242236024845,576.755447941888
847.5925925925928,472.4767596281541,490.0,480.12422360248445,576.7554479418887
825.1851851851852,465.5710491367862,485.0,473.86597938144337,520.2179176755448
825.185185185185,465.57104913678614,485.0,473.86597938144337,520.2179176755446
844.9826989619373,476.32275132275134,491.8831168831168,484.4262295081968,599.8947368421049
886.251731402565,475.56430321384664,491.1137709819655,482.9640708999359,604.477677804691
913.2923389030873,474.64163209504767,490.715718903517,483.0860645183152,615.06858621375
893.9222211053994,477.992993525179,488.5704962210823,486.5680030895932,634.1136484818836
901.1620358875376,480.4126678479155,491.96871969788515,490.4596825134086,656.1268655078285
885.5114926728504,476.43880121165853,491.8479681204909,486.99513524409406,629.860165116753
881.0669066286696,473.62453540617605,488.36602529379337,484.3854035249413,613.439171635049
873.8003363632972,474.98655155051915,491.09247299227536,488.0521370475055,618.2013657689214
890.0197375114394,475.9453540278568,492.13665228540236,490.35901331577713,625.6477981069145
877.7321362612282,473.36958355657686,492.2351858220857,489.70069992793884,620.8079302848296
878.452333634127,473.1504048862414,495.012969510415,491.4658606371047,614.9077471422382
868.8877058102613,470.3695744874557,491.6819131674672,489.0355413851688,596.3139008531335
857.7209635906204,463.98134881137725,477.37117669952016,476.32044161195853,546.1910898852241
849.8056799412713,462.5318305124424,475.20790330678517,474.39828052009926,533.4948777042868
848.022187610395,461.8547942582611,474.7265773117921,473.81472297150026,529.3208510955933
785.8391958080153,438.2608950031006,455.1833508276502,456.53482057034415,481.8455718254814
784.8268140203435,437.55760639638174,455.0458017587389,455.92130615226347,481.38421801053306
747.5241568571994,429.0271649451058,448.16623338195666,450.5667624696119,473.48964419153776
734.7626835619695,425.64612011002697,446.76696014145205,447.33387403554127,469.99461696179264
747.0376340064869,427.45584076714533,448.4849200520407,448.1432165142881,472.4091442800142
744.9174693368897,429.1254511904065,449.94137674229046,447.1124067065466,472.7186615511113
780.206264275525,438.95865992978554,464.37643936615734,460.00471346542156,484.843606492753
770.9963976732781,436.0656505696095,461.70848481955124,458.12908105488935,482.21074750298
760.672369795748,434.3849865929871,464.9765211742863,457.9041383375302,481.6797904466954
749.8833308093342,430.06996448353914,464.1749831699346,454.4217983368734,477.934670216026
634.427508866464,394.7713736946787,436.36751546315304,424.727529764304,444.77435298910177
637.1907185175014,397.18118826381703,445.02921676241806,426.0679456823412,447.0749656943791
560.343727615975,362.90968809269214,433.5656791923893,405.3546359822693,423.93667298723966
550.4486665593748,359.38303051287903,432.23881000230375,414.36818436611543,423.75608677782697
546.1746801933282,361.6539800448213,438.7863297402272,413.6805851820584,423.97867345493285
496.42869066042465,319.1202970892177,427.7337755815531,378.36055997523533,389.7919045474771
494.0571932044927,317.8282418291115,428.9675008101193,376.1614069434985,388.07796396929285
562.8000440371254,332.8600151014987,430.8046219320055,384.98113127119194,403.3275982996572
570.0539775261994,338.856942088595,441.44107232011044,384.43034324355074,407.43448900250064
597.1554467981283,362.88552723785705,441.99602326268496,402.37040819234085,424.1991936151627
583.4008334695258,359.43355758941743,441.49698388145725,397.9594891153812,419.5428373116555
496.82298886043804,312.2291601521779,420.21022363736824,346.6266896786904,373.56520060666514
493.6340624464757,285.62128109701115,410.4090392869339,334.63884040270034,358.5479686365923
438.08755689858674,246.04728784975936,415.08977248331587,277.3420866624269,322.0008669727923
407.65225344402234,232.02299671135802,391.5358492776503,246.51700685163257,287.71329415255855
386.2000856917273,223.04705783240772,355.1976769415005,237.43629829696366,265.55942325705104
391.2028646641396,238.13485410431784,396.16405122125843,242.4065253318093,287.1280402390907
387.92503865235574,234.27435835535826,389.7830523857338,240.9812226497162,281.13821384484163
413.01623118718294,241.15478241861067,404.33310420648553,256.8297335500417,305.4620407616754
414.0806194012225,241.66434397681306,405.01651380866525,257.56473090422435,306.6265844161928
376.07751369574595,226.9378586522416,386.45511279292305,237.3101669835281,267.2574524790079
382.3007597778694,226.13171954652626,391.5137531215021,238.22449526074365,270.86060108370947
377.4212137715643,221.11575889035174,388.1984856083948,231.13985716907672,261.8833322487211
382.974883198654,225.51306880747853,393.8042363988076,232.2501886934005,269.47657261495317
376.5751534994983,221.86741729542234,380.29493952185436,227.1451998284108,259.67440834825277
371.42399519831145,217.49059000643962,383.4512951917826,224.1662482687912,251.99834756906444
354.6491886825965,217.16970106231307,387.4013324987775,223.84325089452904,247.8495765596421
361.12648035547187,220.52693120073147,381.69765971240395,222.2915315769239,250.0937447282248
373.81943788488525,223.28844601518847,443.72054008399766,223.10252555563352,261.12566637317514
416.19702030729616,231.6575180914404,471.7257778347328,232.92660433919676,292.8774090823576
411.0184966850926,227.30006821534045,475.43749607029645,232.23562941422614,287.25316440370244
422.481476370159,220.30655165365727,465.13375520009174,235.67591811690332,288.0166607978137
422.7418683163439,220.18982813492119,465.9910563651711,235.59485329865802,288.0874606761529
385.967656561828,214.1904888602603,424.1219674553671,227.11030903405486,258.42327893674144
386.01944022372624,222.0831847339188,430.68026708303404,227.59133686505487,265.6154270279936
378.3569339565472,226.86123111668604,415.5502148382766,228.5106180248804,264.9827304899381
381.06502313324853,230.16777271591138,412.47332813311994,230.9721555955949,270.2417458418662
401.2435383629198,240.91699932121875,417.2007716115795,241.4681813440595,292.97486094928036
403.5714285714289,238.7991266375545,398.80952380952374,242.22627737226262,290.3947368421058
394.21487603305786,241.95278969957076,397.619047619047,237.71739130434787,286.7758186397991
400.00000000000057,244.16666666666654,404.5454545454543,239.0624999999999,292.1641791044775
401.8750024508938,243.00038194700414,389.28649857483515,242.1916904208452,291.54070369887995
379.38875065128855,231.15275228617938,387.86778652804725,231.2294415687146,266.97669569728356
349.35628780487866,218.01676689920578,379.96862944162444,216.94364387917352,243.88368259037546
297.99101485991935,195.97713594673104,348.5388826815645,206.0875443047197,225.6042106078492
297.4441013211019,191.42693559022837,355.01084304317976,202.95747894259478,222.84026547544795
298.6055107884216,191.4687465647127,351.9716852886405,196.5164185194508,221.99245577449184
299.01119294940753,192.01737853550216,350.90584873389605,191.45124977562887,221.28607470076685
271.5343291824148,190.4662850749649,349.46199304681176,188.880001570661,217.1474713726626
266.2713178909423,189.3129995849137,348.41467877094965,186.64375061496082,215.55812352507795
243.42456914817427,174.24566354018026,325.5153043478269,175.40868143418965,202.76275210284282
241.7120804237557,173.80705552294773,330.51529620155077,172.67053774048563,201.57516486096972
229.92783908403234,158.0735578699396,339.0220822139328,150.53217624206798,187.81175465663748
224.6008773022093,148.13713747558037,312.58515207830493,141.83349078242438,181.07541856765428
201.37544726182392,126.91348984972721,278.75587723053695,111.64988938837121,159.41257095316905
201.10403169776285,120.18605720325242,270.69294688212466,100.48108275451933,154.81370261747946
202.56031652915354,112.1920266958644,275.4345666637269,99.4048609843253,152.48949338133988
206.65497514132585,115.65005208912869,281.9924771337519,99.68308656943277,156.3289508309192
207.7907056077021,118.8468532011332,297.77544965749007,100.20875344668308,159.2960338753893
208.85448594741388,120.76933511825612,296.2226418324804,100.28538696679259,160.30093475936894
215.87692335603901,132.2615899566706,306.1233713614383,117.89484864742552,170.44429033784309
218.09305324387705,144.06666557846611,312.8314807738166,134.4142106781488,177.20585767072157
216.25926242562127,156.94804663440752,300.031523372588,143.9765244138835,182.45511686241292
210.58111812670754,146.2780761583304,285.41904561998547,140.52178567713304,175.56077334510275
192.65749840855761,128.48855507124074,241.9325066627902,125.77119519125648,157.87510547859392
186.4531293209489,133.3597901504986,229.07921071374489,130.32006358484273,157.18964481170633
176.83068490479278,140.62245940869138,235.39656727153047,128.55573783358986,155.47276320725794
172.5261573381132,143.4896395072219,235.43870067616595,127.22124581149782,154.4441485733826
173.67675153036086,139.2319579132393,233.38543651596802,121.61309509106535,151.80598898119158
174.36757088379764,127.95909051280555,237.92466655834357,122.26123708116585,148.28376414984078
177.735445473467,128.14842484024862,236.0239062634875,126.28182808716824,150.23794105749485
198.64606162328784,116.7699316924811,226.45232640701244,115.92924782974501,152.74228428346328
199.05019247968252,114.63898183805591,226.2085439662078,117.71707391362786,152.65414067728827
190.48969288755063,100.39362126439303,217.76605840913624,111.25751911712895,142.98297356552752
190.49782942956304,104.11481122295224,222.174916696573,111.62316551436034,144.47974160658237
183.5987057673907,99.8660035672458,213.23086417474462,100.38414531252923,136.77490668061665
180.83747967666326,99.25197026341965,208.06827307796306,99.24476289425232,132.9372466223
182.23218900242296,98.09284416708277,216.2077838273861,99.03888969531704,131.069063447928
191.24298762806126,101.95291460114858,229.78056242595005,104.84374560085197,143.2728692198392
196.3491775097744,109.08834849738817,249.99942249509934,114.08200152115694,151.01263454191027
197.9035774568796,114.45006962909238,278.06856656667105,115.38368391352256,154.46831637126832
205.12111043744645,117.23662544600226,281.3865485335852,130.18359162232983,160.50573707152645
216.2869987431402,116.53106869441594,296.38152989166275,137.75259024099392,166.2894086291771
231.24966977330558,126.78497416999528,360.293771417716,146.1767683158036,179.01964184670874
234.1404920420723,132.04877042995568,363.2359118358385,151.42923719474226,183.15217107003153
239.14052727483622,140.13509777963915,366.6663072015245,162.08372166588464,190.14652448400335
248.52335601824834,146.9948485406369,369.11777935868145,163.81817003426514,196.3173649958058
254.67050938365668,150.78142579680133,352.77779593287966,168.6283241396951,198.89740393941486
261.53846153846433,158.50746268656752,351.3888888888897,180.77868852459028,203.50000000000017
259.1666666666659,164.90521327014278,357.89473684210594,188.13953488372107,206.14130434782618
266.0326086956516,187.68722466960355,373.8636363636368,197.60869565217357,217.65866209262458
274.8207301173406,191.69579464773312,378.46045197740096,206.4960971379008,222.2040687256245
