/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,avg
866.8181818181819,487.7935061062244,466.66666666666686,494.80932203389824,653.0303030303029
852.2821576763479,476.2869603460799,462.0192307692307,483.1180811808118,614.0000000000005
852.2821576763484,476.29918900256143,462.0192307692308,483.11808118081177,614.0
839.4636015325675,469.20959977541355,457.72727272727275,478.68150684931504,586.6388308977051
839.4636015325675,469.2197574361114,457.7272727272726,478.6815068493153,586.6388308977037
813.2183908045981,458.7082072972746,449.55357142857156,468.0000000000002,532.5678496868475
813.2183908045979,458.71777408637905,449.55357142857133,467.99999999999983,532.5678496868492
786.2719008683491,448.0379271031064,439.2857142857142,457.76399256376556,495.18074613161014
789.7286821705432,448.0467234085846,439.28571428571433,457.80207210917365,495.19655355335533
865.7196969696968,466.7400616799879,462.03703703703695,484.88562091503286,610.0206611570244
865.7196969696968,470.52165354330714,462.03703703703695,484.88562091503286,610.0206611570244
863.6882129277566,464.7979797979798,460.78431372549,483.9590443686006,598.1366459627313
863.6882129277566,464.7979797979798,460.78431372549,483.9590443686006,598.1366459627313
869.2015209125475,464.6428571428572,464.70588235294133,485.2389078498293,603.9337474120074
869.2015209125475,464.6428571428572,464.70588235294133,485.2389078498293,603.9337474120074
897.4074074074074,466.6170634920639,500.0,488.5067114093963,640.3361344537809
897.4074074074074,466.6170634920639,500.0,488.5067114093963,640.3361344537809
908.6466165413535,472.21669980119293,521.4285714285709,493.60068259385656,663.7711864406781
908.6466165413535,472.21669980119293,521.4285714285709,493.60068259385656,663.7711864406781
866.3221328224777,455.13613003779847,494.7887296446512,473.4544099377056,575.055652068422
861.1373861217539,453.1136447679199,493.0051777244115,471.56279378502586,564.2842557321367
865.5783748173671,459.9117661487961,490.91659600131464,475.50894194937814,585.7883333860209
814.1510610260405,434.6693541447378,467.64607507613823,447.06768188749703,493.7327498557685
806.1317517420393,429.5056482713694,462.7308803984233,443.04817580366944,489.8160566432399
806.5780899037193,431.5176087649918,465.97952473762325,442.8348437882013,490.9777284253778
796.7216979390557,425.69215990590067,468.0360429288926,438.23257264133406,485.7378456382892
806.0280543345445,431.9322357592649,477.09735789214454,442.69473369585864,491.8573322853657
798.6396235861553,427.0023868006957,482.7073356323406,438.90197187967726,487.93160234072184
806.9354808117332,433.2820754557328,489.4273269969037,445.2217695206026,493.8698717739385
801.98132553644,431.48146476596605,487.8074090491011,443.43956160133996,491.9920847362012
688.9458300240084,379.1496941709772,472.2018011145203,388.2576731569672,437.5749470106724
684.0807929005124,377.2046217241242,470.3218213764161,386.4242728840741,435.5938437769546
590.1224477508597,341.48409864847906,476.21332844555855,355.60559745026023,398.7273804464678
583.9860002484468,339.47628017907414,473.7992275092888,353.47610955127806,396.4304442154321
414.1893933126515,256.78982752103536,467.43681241265915,278.2273137555751,307.70015611839113
410.51909071335217,254.52616884311618,464.075855288266,275.90987395592356,305.0056103084417
407.93436123006165,249.58498373470175,473.9099110387176,279.23614587971076,303.1660887674567
348.34411955595186,240.40954018413348,489.1402679357632,247.735490519658,261.29262083724456
333.16605667458475,240.58774754106778,477.78386934085114,246.83061687514393,256.2470565528643
247.46090065260057,221.9359604724675,490.6224095053881,235.7330525895159,237.96064767504632
247.6341944502833,221.22826200377096,514.2215394031375,235.32397317788903,237.81943206452007
262.5877694324673,220.74525791429664,542.1778971260939,234.35050442806227,238.82633556178342
250.39138066385237,219.61846201956638,516.9455847631281,233.07073196387262,237.61592793999648
277.9464903251807,217.17514191462521,578.9634325292003,232.7507312327261,238.90813781829613
273.08189475303635,216.46846246088097,572.5489464562668,232.13999375250538,238.30522520664687
236.39287759135078,195.46466830856724,472.74957794088493,211.68644675420865,219.63223138953435
235.96752255759097,194.9454765046138,469.0618083764283,211.23718220778446,219.22782788283757
231.48904191280494,179.46015613603123,491.9872348711543,201.0582204519093,211.8307546235215
230.99958116314176,178.76042392051855,487.3306567646866,200.45178993485413,211.31682165709879
225.29864533804874,167.18487033318667,477.8224846681907,194.2595197075984,203.54190524534843
224.75560230136134,166.36495911236284,473.5874357418244,193.53462429279358,202.95142546250082
227.26295221900546,166.6081962203504,503.37867072032486,191.61336699366433,204.02819540246614
197.19046576794454,109.40149384061657,247.10154649817275,147.89667495603274,165.32745403305734
202.9850090878616,111.71464565763317,244.86703975110305,149.40064659469164,168.56536818434648
204.17808219178096,99.78106508875742,277.6084027412561,136.65322580645156,165.17656500802576
205.15679442508713,99.54812206572768,272.7272727272719,130.49999999999991,163.55973813420653
199.43143812709036,98.97076023391816,264.58333333333337,120.97457627118652,157.62520193861084
194.11458333333326,98.35648148148151,302.08333333333377,105.13157894736851,149.26809210526352
198.87543252595154,104.63483146067503,337.4999999999996,132.05645161290295,163.83886255924187
196.3898916967509,132.1538461538467,376.5624999999998,152.94117647058835,173.36153846153843
197.50000000000017,136.56716417910465,383.82352941176475,154.7777777777777,175.6136363636366
199.6503496503497,145.2884615384619,388.7500000000002,165.0364963503651,181.31696428571433
198.447653429603,145.14354066985698,401.19047619047603,171.1363636363634,182.16995447647957
199.51492537313442,148.67924528301893,390.90909090909105,171.36363636363643,183.2361963190184
205.2774658508044,158.3948876025235,396.59012037652997,179.47571434578825,190.29573509766595
209.10606215376447,173.40306741749836,394.5242130206374,189.71540768187708,198.3824510520904
